Name,Density,StationID,Pump,VolumePresent,Min,Max,ExpiryDate
TEOA-0-5VV,1.0,1,1,891.1497,0.0,5.0,2020.07.30.11.32.34
water,1.0,0,1,1211.8794,0.0,5.0,2020.07.30.15.05.43
RhodamineB1_0gL,0.992687,9001,2,0.0,0.0,5.0,2020.06.05.14.19.37
EosinY_1gL,1.0,1,2,784.6517,0.0,5.0,2020.07.30.11.42.29
